"escola","tipo","uf","medalha_count"
"ESCOLA ESTADUAL PROFESSORA DIVA ALVES DE LIMA","E","RR","3"
"EE PROFA MARIA T DA FONSECA","E","MG","3"
"EM VASCO PINTO DA FONSECA","M","MG","3"
"ARI DE SA CAVALCANTE COLEGIO - MAJOR FACUNDO","P","CE","3"
"ESC EST PROFª VITÓRIA MOTA CRUZ","E","RR","3"
"ESC MUN ENS FUN SANTOS DUMONT","M","RS","3"
"EE DOM SILVERIO","E","MG","3"
"EEB ARNALDO MOREIRA DOUAT","E","SC","3"
"COL EST PROFESSOR MANTOVANI","E","RS","3"
"PARQUE JARDIM HELENA","E","SP","3"
"CEF 14 DE TAGUATINGA","E","DF","3"
"ESC INTEGRADA DE MACAPA","E","AP","3"
"COLEGIO MATER DEI - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO","P","PR","3"
"COL MILITAR DO ESTADO DO TOCANTINS - PROFA MARIA GUEDES","E","TO","3"
"ESC MUN ENS FUN WALTER JACOB BAUERMANN","M","RS","3"
"EEEFM CEL ALUIZIO PINHEIRO FERREIRA","E","RO","3"
"COLEGIO CHRISTUS UNIDADE SUL","P","CE","3"
"EEEF JARDIM DOS MIGRANTES","E","RO","3"
"COLEGIO ESTADUAL LUIS EDUARDO MAGALHAES","E","BA","3"
"EEFMT ALDEIA DA SERRA","M","SP","3"
"SEBASTIANA COBRA PROFA EMEF","M","SP","3"
"COLEGIO MILITAR DE SÃO PAULO","F","SP","3"
"ESC MUL SENADOR DINARTE MARIZ","M","RN","3"
"ESC DE 1 E 2 G OSEAS CAVALCANTE BATISTA","M","SE","3"
"SAO LUIS COLEGIO EIFM","P","SP","3"
"COL TIRADENTES PMMG PRADO","E","MG","3"
"EMEF TOM JOBIM","M","SP","3"
"UI PEDRO MARIANO MORENO","M","MA","3"
"EE DE SAO SEBASTIAO DO SACRAMENTO","E","MG","3"
"WILSON JOFFRE,COL EST-ENS FUND. E MEDIO","E","PR","3"
"CED GISNO","E","DF","3"
"PUERI DOMUS ESCOLA VERBO DIVINO UNIDADE I","P","SP","3"
"ESCOLA ESTADUAL ENSINO MEDIO MESTRE SANTA BARBARA","E","RS","3"
"NUCLEO PEDAGOGICO INTEGRADO - NPI","F","PA","3"
"BAIRRO FRANCISCO CASTILHO","E","SP","3"
"EEB PRINCESA ISABEL","E","SC","3"
"COLEGIO MUNICIPAL DE IPUPIARA","M","BA","3"
"EEEFM PROF CELIA TEIXEIRA DO CARMO","E","ES","3"
"COL DA POLICIA MILITAR DO EST DO RIO DE JANEIRO","E","RJ","3"
"UMEF REV ANTONIO DA SILVA COSMO","M","ES","3"
"ESCOLA EST. ODORICO LEOCÁDIO DA ROSA","E","MT","3"
"EEEFM EURICO SALLES","E","ES","3"
"INSTITUTO FEDERAL DO PARANA CAMPUS CASCAVEL","F","PR","3"
"EE JOÃO MANOEL DO AMARAL","E","SP","3"
"EE ALCIDES MENDES DA SILVA","E","MG","3"
"ESC DE ENS FUND E MEDIO MONS CLOVIS D DE BARROS","M","AL","3"
"ESCOLA MUNICIPAL D MARIA DE ARAÚJO LOBO","M","AL","3"
"ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU","P","RJ","3"
"IFRS - CAMPUS CANOAS","F","RS","3"
"ESC.EST.BRIG. JOÃO CAMARAO TELLES RIBEIRO","E","AM","3"
"EE CONSELHEIRO FIDELIS","E","MG","3"
"COL TEC DO C PEDAG DA UFMG","F","MG","3"
"EE JOAO LOPES","E","MG","3"
"EEB JOAO JOSE DE SOUZA CABRAL","E","SC","3"
"ERNANI RODRIGUES PROF","E","SP","3"
"COLÉGIO MILITAR TIRADENTES II","E","MA","3"
"ROMANA DE OLIVEIRA SALLES CUNHA PROFA","E","SP","3"
"EMEF RODOLPHO DORNBUSCH","M","SC","3"
"E M E F PROF EMILIA CLARA DE LIMA","M","PA","3"
"COLEGIO SANTO AGOSTINHO UNIDADE NOVA LIMA","P","MG","3"
"COLEGIO MUNICIPAL JOSE NEVES TEIXEIRA","M","BA","3"
"ESC INSTITUTO SAO JOSE","E","AC","3"
"EE SENADOR EVANDRO DAS NEVES CARREIRA","E","AM","3"
"COLEGIO TIRADENTES DA PMMG/UBERLANDIA","E","MG","3"
"EE FREI MARCELINO DE MILAO","E","MG","3"
"ESCOLA MUNICIPAL PINGO DE GENTE","M","BA","3"
"IFAL - CAMPUS ARAPIRACA","F","AL","3"
"ESC EST ENS MED SAO SALVADOR","E","RS","3"
"EE JOAO RIBEIRO DE CARVALHO","E","MG","3"
"COLEGIO DA POLICIA MILITAR - EF M","E","PR","3"
"MAURO ALBANO PROF E.M","M","SP","3"
"EE 07 DE SETEMBRO","E","MT","3"
"COLEGIO MARISTA PARANAENSE - EI EF EM","P","PR","3"
"CED 08 DO GAMA","E","DF","3"
"VERA BRAGA FRANCO GIACOMINI PROFA","E","SP","3"
"CEF 26 DE CEILANDIA","E","DF","3"
"EDUARDO V SUPLICY, COL EST ENS FUND E MEDIO","E","PR","3"
"ESC MUN ENS FUN PROFESSORA VANIA MEDEIROS MINCARON","M","RS","3"
"COLEGIO PROVINCIA DE SAO PEDRO","P","RS","3"
"EEB TEIXEIRA DE FREITAS","E","SC","3"
"COL EST POLIVALENTE GABRIEL ISSA","E","GO","3"
"COLEGIO TIRADENTES PMMG - UNIDADE SETE LAGOAS","E","MG","3"
"EM GUILHERME BARBOSA BARKER","M","AM","3"
"SILVINO VICENTE KUNZ PADRE EMIEF","M","SP","3"
"CEF 15 DO GAMA","E","DF","3"
"ARTUR HORSTHUIS DOM","E","SP","3"
"EE ADELAIDE BIAS FORTES","E","MG","3"
"EEB BENJAMIM CARVALHO DE OLIVEIRA","E","SC","3"
"COLEGIO SANTA URSULA LTDA","P","AL","3"
"EB MUN HERONDINA MEDEIROS ZEFERINO","M","SC","3"
"ESC ALBERTO ABDALLA","M","MA","3"
"COLEGIO COGNITIVO","P","PE","3"
"OBJETIVO CENTRO INTERESCOLAR UNIDADE POMPEIA","P","SP","3"
"VERTICE COLEGIO UNIDADE II","P","SP","3"
"EE PROFA ONDINA PINTO DE ALMEIDA","E","MG","3"
"ESC MUN ENS FUN IPIRANGA","M","RS","3"
"NHONHO BRAGA CEL","E","SP","3"
"MARILENA ARANTES MENEGHINI PROFA EMEF","M","SP","3"
"EEB PADRE NOBREGA","E","SC","3"
"ESC MUN DE 1 GRAU PROFª AMELIA P HEPP","M","SC","3"
"ESC.EST.PROFA.LEONILLA MARINHO","E","AM","3"
"COLEGIO INTEGRADO - UNIDADE AREIÃO","P","GO","3"
"9 DE JULHO","E","SP","3"
"PERY GUARANY BLACKMAN PROF","E","SP","3"
"EE CARLOTA DE ANDRADE","E","MG","3"
"EEB NS DE FATIMA","E","SC","3"
"COLEGIO SAO JOSE","P","MG","3"
"COLEGIO SANTO AGOSTINHO","P","RJ","3"
"FRANCISCO MOLINA MOLINA","E","SP","3"
"ESCOLA MUNICIPAL DE ENSINO FUND PREF JORGE MATIAS","M","AL","3"
"COLEGIO BERNOULLI - UNIDADE LOURDES","P","MG","3"
"ESCOLA SAO DOMINGOS","P","ES","3"
"JOAO BORGES PROF","E","SP","3"
"LAURO GOMES DE ALMEIDA","E","SP","2"
"EE CEL LOURENCO BELO","E","MG","2"
"EE MERCEDES NERY MACHADO","E","MG","2"
"SELETIVO ESCOLA DE ENSINO FUNDAMENTAL","P","SP","2"
"CED 11 DE CEILANDIA","E","DF","2"
"E M E F LUIZ MAGNO DE ARAUJO","M","PA","2"
"AMANCIO BUENO CORONEL EM","M","SP","2"
"EE CORONEL FRANCISCO ROLLA","E","MG","2"
"EE VENCESLAU BRAS","E","MG","2"
"E.M. ARY BARROSO","M","RJ","2"
"JOAO Z. PARANA, C E - E FUND MEDIO E PROF","E","PR","2"
"COLEGIO SANTA INES","P","RS","2"
"ALBERTINA FORTAREL PROFA","E","SP","2"
"ELZA MIGUEL FRANCISCO PROFA","E","SP","2"
"COLEGIO MUN MARIA LUIZA DE MELO","M","SC","2"
"COLEGIO E CURSO EVOLUCAO","P","PB","2"
"ALTAMIR GONCALVES PROF","E","SP","2"
"EE PROFª. CLEUZA APARECIDA V. GALHARDO","E","MS","2"
"EE HELENA GUERRA","E","MG","2"
"OBJETIVO CENTRO INTERESCOLAR UNIDADE XXVII","P","SP","2"
"EE FARMACEUTICO SOARES","E","MG","2"
"EE CONEGO ARTEMIO SCHIAVON","E","MG","2"
"EE DEP ALVARO SALLES","E","MG","2"
"EM JURGLEIDE ALVES SAMPAIO","M","MA","2"
"IFRN - CAMPUS APODI","F","RN","2"
"ESC EST ENS MED ERNESTO ALVES DE OLIVEIRA","E","RS","2"
"BEIT YAACOV ESCOLA","P","SP","2"
"EURIPEDES BRAGA PROF","E","SP","2"
"PAULINIA ESCOLA TECNICA DE","M","SP","2"
"RUI BARBOSA, COL EST - ENS FUND ENS MÉDIO","E","PR","2"
"ALVARES MACHADO EMEIF","M","SP","2"
"CID DE OLIVEIRA LEITE PROF","E","SP","2"
"EE MIN. JOÃO PAULO DOS REIS VELOSO","E","MS","2"
"EMEF RENATO PRADI","M","SC","2"
"EEEM SANTISSIMA TRINDADE","E","ES","2"
"VILLARE COLEGIO","P","SP","2"
"ESC MUN ENS FUN ILDO MENEGHETTI","M","RS","2"
"EM DE 1º GRAU JONAS E DE NORONHA","M","RN","2"
"EEEFM PROF ALEYDE COSME","E","ES","2"
"ILDETE MENDONCA BARBOSA PROFA EMEF","M","SP","2"
"EEEF DOMINGOS PERIM","E","ES","2"
"IF CATARINENSE - CAMPUS LUZERNA","F","SC","2"
"EEEP MARIA MOSA DA SILVA","E","CE","2"
"GRUPO ESCOLAR DALMO EDSON SFAIR","M","SC","2"
"EE YOLANDA JOVINO VAZ","E","MG","2"
"ETE LUIZ ALVES LACERDA","E","PE","2"
"EMEF VIRGINIA LORISA ZEITOUNIAN CAMARGO","M","SP","2"
"COESI ESCOLINHA DO RE MI","P","SE","2"
"MANOEL RODRIGUES CENT DE EDUC MUL DEP","M","CE","2"
"ESC MUNIC ENS FUN SAO JOSE","M","RS","2"
"PIO RODRIGUES CENTRO EDUC.","M","CE","2"
"COL JOAO D ABREU","E","TO","2"
"UNIDADE ESC PATRONATO IRMAOS DANTAS","E","PI","2"
"FUNDAÇÃO OSÓRIO","F","RJ","2"
"EMEF CONSTANTINO JOSE VIEIRA","M","ES","2"
"EM DO BAIRRO TROPICAL","M","MG","2"
"EMEF PROF EZIO BERZAGHI","M","SP","2"
"NOSSA SRA DA CONSOLACAO EMEF","M","CE","2"
"MORUMBI DE ALPHAVILLE ESCOLA DE ENSINO FUNDAMENTAL","P","SP","2"
"EE MARY LUCCA CHAGAS","E","MG","2"
"EE ENG MARCIO AGUIAR DA CUNHA","E","MG","2"
"E M E F ZELINDA DE SOUSA GUIMARAES","M","PA","2"
"SUICO BRASILEIRA SAO PAULO ESCOLA","P","SP","2"
"CENTRO EDUC LUIZ DE CAMOES - CASA JD PINOCHIO LTDA","P","RJ","2"
"SARAH ARNOLDI BARBOSA PROFA","E","SP","2"
"GERALDO ALVES MACHADO PROF","E","SP","2"
"CEFET-RJ - UNED PETROPOLIS","F","RJ","2"
"ARGEMIRO L.DE LIMA,C E PROF-E FUND E MED","E","PR","2"
"CENTRO EDUCACIONAL ARIRIBÁ","M","SC","2"
"E.M. ODILON BRAGA","M","RJ","2"
"EEB RAIMUNDO CORREA","E","SC","2"
"GERALDO MANTOVANI DR EM","M","SP","2"
"EMEB DONA MARIA CAROLINA DE LIMA","M","SP","2"
"OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO","P","SP","2"
"COLEGIO TIRADENTES - SANTO ANGELO","E","RS","2"
"PURISSIMO CORACAO DE MARIA COLEGIO","P","SP","2"
"CELSO LEITE RIBEIRO FILHO","M","SP","2"
"EM ANTONIO MARIOSA","M","MG","2"
"EM CLERIA TICON CARNEIRO","M","MG","2"
"MARIA CARDOSO CASTILHO","E","SP","2"
"COLEGIO INTEGRAL","P","BA","2"
"EEEFM PROF LORDAO","E","PB","2"
"APLICACAO PED.DA UEM, C DE - E FUND MED","E","PR","2"
"MARTIN FRANCISCO RIBEIRO DE ANDRADA","M","SP","2"
"LUIZ DE QUEIROZ COLEGIO","P","SP","2"
"EMEF AUGUSTO PETER BERTHOLD PAGUNG","M","ES","2"
"COLEGIO OBJETIVO S-S","P","PI","2"
"ESC EST DE ENS FUND GEN OSORIO","E","RS","2"
"IFSP - CAMPUS AVANCADO TUPA","F","SP","2"
"COL JOAO PAULO I - UNIDADE SUL","P","RS","2"
"COLEGIO GABARITO","P","MG","2"
"COLEGIO SANTA DOROTEIA","P","MG","2"
"EBM BENEDITO THERÉZIO DE CARVALHO","M","SC","2"
"LYCEU DE GOIANIA","E","GO","2"
"CEB MARCELLA MARIA TERCEIRO GUASQUE BENTO","M","CE","2"
"AGOSTINIANO MENDEL COLEGIO","P","SP","2"
"ESC MUN ENS FUN SANTO INACIO","M","RS","2"
"EDELWEISS CENTRO EDUCACIONAL","P","SP","2"
"COLEGIO JAO LTDA","P","GO","2"
"ALCIDES GONCALVES ETCHEGOYEN, GEN.","M","SP","2"
"ESC CEL MANOEL FONTINELE DE CASTRO","E","AC","2"
"ANGELO MENDES DE ALMEIDA DR","E","SP","2"
"EEB ALEXANDRE GUSMAO","E","SC","2"
"ELIZABETE DE PAULA HONORATO PROFA EMEF","M","SP","2"
"SESI 298 CENTRO EDUCACIONAL","P","SP","2"
"EEB SAO JOSE","E","SC","2"
"VOLUNTARIOS DE 32","E","SP","2"
"EM PROF. VANDERLEI ROSA DE OLIVEIRA","M","MS","2"
"MARIA REGINA DEMARCHI FANANI","E","SP","2"
"SHIRLEY GUIO, PROFA.","M","SP","2"
"EE SEBASTIAO PEREIRA MACHADO","E","MG","2"
"IFSP - CENTRO DE REFERENCIA SAO MIGUEL PAULISTA","F","SP","2"
"MARIA DE ALMEIDA SCHLEDORN PROFA","E","SP","2"
"EEB PROFª ELISA CLAUDIO DE AGUIAR","E","SC","2"
"GERALDO DE REZENDE BARAO","E","SP","2"
"ESCOLA DE ENSINO FUND GOV LUIZ CAVALCANTE","M","AL","2"
"NEWTON GUIMARAES,COL EST PROF-E.FUND.MED","E","PR","2"
"EE MANOEL BATISTA","E","MG","2"
"ESC MUN AVELINO MARCANTE","M","SC","2"
"JOSE SERAFIM DA SILVA E.M.","M","SP","2"
"PEQUENO PRINCIPE COLEGIO","P","SP","2"
"EM VEREADOR JOSÉ OMMATI","M","PI","2"
"WASHINGTON LUIZ","E","SP","2"
"MARECHAL RONDON","E","SP","2"
"CMEF. JOANA D'ARC","M","MT","2"
"EE SERGIO DE FREITAS PACHECO","E","MG","2"
"ESC EST DE ENS MÉDIO NOSSA SENHORA DA PURIFICACAO","E","RS","2"
"CARLOS ROHM ENG CONJ EDUC MUNICIPAL","M","SP","2"
"EEB PADRE VENDELINO SEIDEL","E","SC","2"
"COLÉGIO MUNICIPAL DEP LUIS EDUARDO MAGALHÃES","M","BA","2"
"EEB GENERAL RONDON","E","SC","2"
"EEB PROFª ZULMA BECKER","E","SC","2"
"COLEGIO MODULO","P","CE","2"
"IFSP - CAMPUS BRAGANCA PAULISTA","F","SP","2"
"DARCY VIEIRA","E","SP","2"
"COLEGIO MUNICIPAL JOSE SOARES DE ALMEIDA","M","PE","2"
"BENTO FERRAZ DR","E","SP","2"
"JOAO CRUZ CEL","E","SP","2"
"JOAQUIM JOSUE DA COSTA EEM","E","CE","2"
"EEB CORDILHEIRA ALTA","E","SC","2"
"FAAP RIBEIRAO PRETO COLEGIO","P","SP","2"
"COL EST MARIA APARECIDA ALVES","E","GO","2"
"CENTRO EST. EDUC. PROFIS PEDRO BOARETTO NETO","E","PR","2"
"MAURICIO MONTECCHI","E","SP","2"
"IFRO - CAMPUS AVANCADO CACOAL","F","RO","2"
"ADOLPHO O FRANCO C E GOV - E FUND MEDIO","E","PR","2"
"UE DEODATO DE FREITAS","M","MA","2"
"INEURA RODRIGUES DE LIMA PROFESSOA EMEF","M","SP","2"
"ESC DAS NACOES","P","DF","2"
"CIEP BRIZOLAO 275 LENINE CORTES FALANTE","E","RJ","2"
"EE PROFA MARIA CURTARELLI LIRA","E","AM","2"
"EE PROFA MARIA VITORINO DE SOUZA","E","MG","2"
"EEM JULIO FRANCA","E","CE","2"
"COLÉGIO DA POLÍCIA MILITAR DE GOIÁS WALDEMAR MUNDIM","E","GO","2"
"EDUARDO MICHELIS C E PE E FUND MED NORM","E","PR","2"
"JOAQUIM P DE MENEZES, EEF","M","CE","2"
"SEI - SISTEMA DE ENSINO INTERATIVO","P","RJ","2"
"CARMEM MUNHOZ COELHO PROFA","E","SP","2"
"EE MAURICIO MURGEL","E","MG","2"
"E. M. E. F. VEREADOR ANTONIO GIUDICE","M","RS","2"
"ESC MUN ENS FUN ARNALDO J DIEL","M","RS","2"
"PAULO ROSSI PROF","E","SP","2"
"CENTRO DE ENSINO MÉDIO CABO APARÍCIO ARAUJO PAZ","E","TO","2"
"ESC MUNIC DE ENS FUND 1 DE MAIO","M","RS","2"
"EEEM CAMPINAS DO SUL","E","RS","2"
"EB MUN DENISE CHRISTIANE HARMS","M","SC","2"
"EEF FELIPE MANKE","E","SC","2"
"CARLOS EDUARDO, ESC EST DOM-ENS FUNDAMEN","E","PR","2"
"EM GOV CARLOS LACERDA","M","MG","2"
"ESCOLA ESTADUAL TOBIAS BARRETO","E","SE","2"
"OSCAVO DE PAULA E SILVA PROF","E","SP","2"
"MANOEL RODRIGUES, EEIF DEP","M","CE","2"
"IFPB - CAMPUS CAJAZEIRAS","F","PB","2"
"VALENTIM GENTIL","E","SP","2"
"EEEFM BARTOLOMEU L. DE GUSMAO","E","RO","2"
"ESC MUN ENS FUN AUGUSTO GUILHERME GAEDICKE","M","RS","2"
"EE JOAO DE PAULA CAPRONI","E","MG","2"
"ANTONIO DA COSTA SANTOS PREFEITO","E","SP","2"
"EM PROFª. OLIVA ENCISO","M","MS","2"
"ESCOLA PATRONATO MADRE MAZZARELLO","C","GO","2"
"ESC MUL ALEKSANDRA TAPETY","M","PI","2"
"VITO CARMINE CERBASI PROF","E","SP","2"
"COLEGIO CONTATO MACEIO","P","AL","2"
"EE POETA RENATO CALDAS","E","RN","2"
"C. M. PROFª AMÉRICA ABDALLA","M","RJ","2"
"EE PE JOSE ANDRE CALDEIRA COIMBRA","E","MG","2"
"EE DA POLICIA MILITAR TIRADENTES CABO ANTONIO DILCEU DA SILVA AMARAL","E","MT","2"
"ESC MUN ENS FUN PREFEITO JOSE CHIES","M","RS","2"
"IFES - CAMPUS MONTANHA","F","ES","2"
"ESC EST ENSINO MÉDIO ANCHIETA","E","RS","2"
"ARISTIDES DE CASTRO","E","SP","2"
"ESC MUN ENS FUN NELDA JULIETA SCHNECK","M","RS","2"
"EEB ANTENOR NASCENTES","E","SC","2"
"EEEP WALTER RAMOS DE ARAÚJO","E","CE","2"
"EMEF ANGELO ZANELLATO","M","SC","2"
"EMEF PROFA ALDA DE SOUZA ARAUJO","M","SP","2"
"LICEU DE IGUATU DR JOSE GONDIM","E","CE","2"
"ESC MUN ENS FUND PROF GERTRUDES S. MILBRATZ","M","SC","2"
"CENTRO DE EDUCACAO INTEGRADA LTDA - ROMUALDO","P","RN","2"
"ELBER A. AGUIAR ESCOLA DE E. FUND.","M","CE","2"
"EM PROF MARIA G DE CARVALHO MACEDO","M","RN","2"
"COLEGIO MILITAR 2 DE JULHO","E","MA","2"
"JARDIM PAULISTA","E","SP","2"
"ESC DE EDUC INF E ENS FUND EVANDRO AYRES DE MOURA","M","CE","2"
"COL EST DA POLÍCIA MILITAR DE GOIÁS DR PEDRO LUDOVICO","E","GO","2"
"EE PE VICENTE CARVALHO","E","MG","2"
"ESC EST ENS FUND EDISON QUINTANA","E","RS","2"
"ESC MUN ENS FUN RUI BARBOSA","M","RS","2"
"MANOEL DE NOBREGA DEPUTADO","E","SP","2"
"EEB JULIO VICENTE DE PELEGRIN","E","SC","2"
"ESCOLA MUNICIPAL ENSINO FUNDAMENTAL PEDRO CATTANI","M","RS","2"
"EM SUMIE TEREZA MATSUURA BALDISSERA","M","SP","2"
"EEB JOAO XXIII","E","SC","2"
"ESCOLA ALLAN KARDEC","C","GO","2"
"VISTA ALEGRE EM","M","SP","2"
"ESCOLA TECNICA ESTADUAL PROFESSORA CELIA SIQUEIRA","E","PE","2"
"EMEIEF LIONS TAMBAU","M","PB","2"
"EMUL AGRICOLA","M","ES","2"
"ESC MUL CONEGO LUIZ GONZAGA V DE MELO","M","PE","2"
"ESC BENICIO RODRIGUÊS PENA","M","AM","2"
"IGNACIO MIGUEL ESTEFNO","E","SP","2"
"CEF 01 DE BRASILIA","E","DF","2"
"EE JOSE PARANAIBA","E","MG","2"
"INSTITUTO FEDERAL DO PARANA - CAMPUS JACAREZINHO","F","PR","2"
"E.E. ENSINO FUNDAMENTAL REPUBLICA","E","RJ","2"
"EBM ANITA GARIBALDI","M","SC","2"
"COL SANTO ANTONIO","P","DF","2"
"EE ERNESTO RODRIGUES","E","MS","2"
"ESC MUL IVANY DA GLÓRIA FREIRE","M","SE","2"
"EEF PE BRUNO LINDEN","E","SC","2"
"NOTRE DAME DE CAMPINAS COLEGIO","P","SP","2"
"ESC MUN DE ENS FUND LOTEAMENTO AMIZADE","M","SC","2"
"EE ALMIRANTE TOYODA","E","MG","2"
"ESC MUN ENS FUN ANTONIO MINELLA","M","RS","2"
"RIO BRANCO COLEGIO UNIDADE GRANJA VIANA","P","SP","2"
"ANISIO JOSE MOREIRA","E","SP","2"
"EE STA TEREZINHA","E","MG","2"
"COL TOCANTINS","E","TO","2"
"DOM BOSCO MONTE APRAZIVEL COLEGIO DE","P","SP","2"
"INSTITUTO FEDERAL DO PARANÁ - CÂMPUS ASSIS CHATEAUBRIAND","F","PR","2"
"ELIDIO MANTOVANI PADRE EMEF","M","SP","2"
"EE ALTIVO COELHO","E","MG","2"
"MARIA JOSE B.AGUILERA, C E - E FUND MED.","E","PR","2"
"EE MONS ARTHUR DE OLIVEIRA","E","MG","2"
"INSTITUTO PRESBITERIANO DE GURUPI","E","TO","2"
"EMEF MARIA A BITENCOURT LODETTI","M","SC","2"
"ADAUTO BEZERRA, ESC MUL CEL","M","CE","2"
"ESC ESTADUAL PROF VALNIR CHAGAS","E","SE","2"
"MERCEDES PAZ BUENO PROFA","E","SP","2"
"EMEF MUNDO ENCANTADO","M","RS","2"
"ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU","E","RN","2"
"JAIR MENDES DE BARROS DR E.M","M","SP","2"
"IFSUL - CAMPUS AVANCADO NOVO HAMBURGO","F","RS","2"
"ESC.EST.GETULIO VARGAS","E","AM","2"
"CAMINHO ABERTO CENTRO DE EDUCACAO","P","SP","2"
"0514008 E.M. MARIA BAPTISTINA DUFFLES TEIXEIRA LOTT","M","RJ","2"
"ESC EST ENS FUND MATHILDE GEHLEN","E","RS","2"
"EM PROF JOSE JABUR","M","SP","2"
"EEB PE IZIDORO BENJAMIM MORO","E","SC","2"
"IFTO CAMPUS PALMAS","F","TO","2"
"EE NILO MORAIS PINHEIRO","E","MG","2"
"ELISA DUBOC GARCIA PROFA EMEF","M","SP","2"
"EE CESARIO COIMBRA","E","MG","2"
"COLEGIO TIRADENTES DE SANTA MARIA","E","RS","2"
"ESC. MUL. DR. ARISTÓFANES BEZERRA DE CASTRO","M","AM","2"
"EEEF ALBINA MARCIO SORDI","E","RO","2"
"ESCOLA POPULAR MADRE MARIA VILLAC","P","PI","2"
"EEF DEPUTADO JOSÉ PARENTE PRADO","M","CE","2"
"TATUQUARA C E EF M","E","PR","2"
"EM CONEGO JOSE HIGINO DE FREITAS","M","MG","2"
"COLEGIO LEROTE LTDA","P","PI","2"
"IFMG - CAMPUS OURO PRETO","F","MG","2"
"EE N SRA DA PIEDADE","E","MG","2"
"ESCOLA MUNICIPAL SAO SEBASTIAO","M","PE","2"
"ESCOLA MUNICIPAL DA LIBERDADE PAULO FREIRE","M","PI","2"
"MARIA DE LOURDES STIPP STEFFEN PROFA","E","SP","2"
"IDALIA ROCHA, C E - E FUND MEDIO","E","PR","2"
"EE IMACULADA CONCEICAO","E","MG","2"
"UMEF HENRIQUE RIMOLO","M","ES","2"
"EMEF PE ALBERTO JACOBS","M","SC","2"
"NOSSA SRA GRACAS, E E - E FUND","E","PR","2"
"IFRS - CAMPUS BENTO GONCALVES","F","RS","2"
"EMEB GUILHERME HANEMANN","M","SC","2"
"DOMINGOS THEODORO DE OLIVEIRA AZEVEDO","E","SP","2"
"IF CATARINENSE - CAMPUS BRUSQUE","F","SC","2"
"NUCLEO EDUC MUN IDA VIDORI","M","SC","2"
"EMEF GOVERNADOR LEONEL DE MOURA BRIZOLA","M","RS","2"
"COLEGIO AGRICOLA DOM AGOSTINHO IKAS","F","PE","2"
"EEB PROFª GENOVEVA DALLA COSTA","E","SC","2"
"EEB CACILDA GUIMARAES","E","SC","2"
"ADELINA PASQUINO CASSIS PROFA","E","SP","2"
"EMEF PROF ANTONIO DE FREITAS AVELAR","M","SP","2"
"COLEGIO SANTA MADALENA SOFIA","P","AL","2"
"EMEF FABIO DA SILVA PRADO DR.","M","SP","2"
"EMPG DANIEL TITTON","M","MT","2"
"CEM ANTONIO SIRLEY DE ARRUDA LIMA","E","MA","2"
"COLEGIO CORACAO DE MARIA","P","RS","2"
"EEB RODRIGUES ALVES","E","SC","2"
"JOSE BENEDITO MARCONDES DE MATOS CORONEL EMEF","M","SP","2"
"EE MARIA LUIZA ALVES VIEIRA","E","MG","2"
"AUGUSTO LARANJA COLEGIO UNIDADE I","P","SP","2"
"EEF AUGUSTA SCOTTI BACIS","E","SC","2"
"UMEF COMPLEXO ESPORTIVO - SOTECO","M","ES","2"
"JOSE CANDIDO","E","SP","2"
"ESCOLA BATISTA DE ACESITA","P","MG","2"
"EE GERMANO PEDRO DE SOUZA","E","MG","2"
"7 DE SETEMBRO COLEGIO - EGS","P","CE","2"
"JOAO PALMA GUIAO DR","E","SP","2"
"MAPLE BEAR PORTO VELHO","P","RO","2"
"GUIOMAR BELCHIOR AGUIAR - EEEP DE","E","CE","2"
"BENJAMIN BASTOS","E","SP","2"
"EE JOSE SEVERIANO FILHO","E","MG","2"
"EE PROF PINHEIRO CAMPOS","E","MG","2"
"JOAQUIM ABARCA","E","SP","2"
"ERON DOMINGUES, C E - E FUND MEDIO","E","PR","2"
"EE JOSE MATEUS DE VASCONCELOS","E","MG","2"
"COLEGIO PRO CAMPUS JUNIOR","P","PI","2"
"EM CORA CORALINA","M","MG","2"
"EMEFM ARQUITETO OSCAR NIEMEYER","M","SP","2"
"IFB - CAMPUS TAGUATINGA","F","DF","2"
"ALCIDES CESTARI ETEC","E","SP","2"
"ESCOLA TEMPO INTEGRAL PADRE JOSIMO TAVARES","M","TO","2"
"SAO FRANCISCO DE ASSIS E.M","M","SP","2"
"FRANCISCO RIGOLIN PADRE","E","SP","2"
"COLEGIO CARDEAL ARCOVERDE","P","PE","2"
"ESC MUN ENS FUN MONTEIRO LOBATO","M","RS","2"
"ESCOLA MUNICIPAL JOÃO DE OLIVEIRA","M","SC","2"
"ESC.EST.NOSSA SENHORA PERPETUO SOCORRO","E","AM","2"
"IFES - CAMPUS CACHOEIRO DE ITAPEMIRIM","F","ES","2"
"EE CEL FRAZAO","E","MG","2"
"WALDOMIRO CALMAZINI PREF EMEF","M","SP","2"
"VITORIO TOGNI CAPITAO","E","SP","2"
"WALDORF VEREDAS ESCOLA ASSOCIATIVA","P","SP","2"
"ESC MUN ENS FUN BORGES DE MEDEIROS","M","RS","2"
"HERCULANO PIMENTEL DR","E","SP","2"
"EE MENDES DE OLIVEIRA","E","MG","2"
